CQAg;Agregada;0,914;0,203873872756958
CQAg;Agregada;0,915;0,18532705307006836
CQAg;Agregada;0,915;0,16490650177001953
CQAg;Agregada;0,917;0,23886370658874512
CQAg;Agregada;0,902;0,16790318489074707
CQAg;Agregada;0,909;0,2024223804473877
CQAg;Agregada;0,897;0,5456886291503906
CQAg;Agregada;0,904;0,20088458061218262
CQAg;Agregada;0,917;0,16390562057495117
CQAg;Agregada;0,91;0,17290115356445312
CQAg;Agregada;0,929;0,15091371536254883
CQAg;Agregada;0,909;0,1489250659942627
CQAg;Agregada;0,896;0,16590523719787598
CQAg;Agregada;0,904;0,15391325950622559
CQAg;Agregada;0,897;0,21987509727478027
CQAg;Agregada;0,899;0,1506640911102295
CQAg;Agregada;0,903;0,16690373420715332
CQAg;Agregada;0,88;0,23686504364013672
CQAg;Agregada;0,902;0,17889833450317383
CQAg;Agregada;0,907;0,15990829467773438
CQAg;Agregada;0,911;0,14391827583312988
CQAg;Agregada;0,924;0,14855289459228516
CQAg;Agregada;0,906;0,17389965057373047
CQAg;Agregada;0,898;0,14991402626037598
CQAg;Agregada;0,889;0,15591144561767578
CQAg;Agregada;0,907;0,18989109992980957
CQAg;Agregada;0,907;0,1699051856994629
CQAg;Agregada;0,909;0,21787405014038086
CQAg;Agregada;0,913;0,2116703987121582
CQAg;Agregada;0,903;0,22687053680419922
CQAg;Agregada;0,92;0,27184438705444336
CQAg;Agregada;0,908;0,14691615104675293
CQAg;Agregada;0,905;0,18888115882873535
CQAg;Agregada;0,917;0,1775832176208496
CQAg;Agregada;0,919;0,2048797607421875
CQAg;Agregada;0,913;0,14891433715820312
CQAg;Agregada;0,904;0,13891935348510742
CQAg;Agregada;0,885;0,18189620971679688
CQAg;Agregada;0,903;0,18589329719543457
CQAg;Agregada;0,909;0,17789554595947266
CQAg;Agregada;0,91;0,172654390335083
CQAg;Agregada;0,918;0,16790390014648438
CQAg;Agregada;0,912;0,21987533569335938
CQAg;Agregada;0,896;0,2728455066680908
CQAg;Agregada;0,907;0,16490912437438965
CQAg;Agregada;0,922;0,20555925369262695
CQAg;Agregada;0,909;0,2628509998321533
CQAg;Agregada;0,901;0,15391182899475098
CQAg;Agregada;0,895;0,1978905200958252
CQAg;Agregada;0,899;0,18489575386047363
CQAg;Agregada;0,907;0,2948305606842041
CQAg;Agregada;0,908;0,16090893745422363
CQAg;Agregada;0,912;0,19988274574279785
CQAg;Agregada;0,918;0,1659071445465088
CQAg;Agregada;0,899;0,19389033317565918
CQAg;Agregada;0,895;0,3663516044616699
CQAg;Agregada;0,903;0,16490435600280762
CQAg;Agregada;0,914;0,14491772651672363
CQAg;Agregada;0,898;0,14791536331176758
CQAg;Agregada;0,904;0,17189311981201172
CQAg;Agregada;0,914;0,32581353187561035
CQAg;Agregada;0,905;0,22641205787658691
CQAg;Agregada;0,909;0,16590595245361328
CQAg;Agregada;0,905;0,15192341804504395
CQAg;Agregada;0,906;0,14191889762878418
CQAg;Agregada;0,909;0,16190385818481445
CQAg;Agregada;0,892;0,1579141616821289
CQAg;Agregada;0,904;0,1479196548461914
CQAg;Agregada;0,914;0,15392637252807617
CQAg;Agregada;0,899;0,149916410446167
CQAg;Agregada;0,915;0,15192151069641113
CQAg;Agregada;0,897;0,1489415168762207
CQAg;Agregada;0,909;0,14891481399536133
CQAg;Agregada;0,899;0,14992451667785645
CQAg;Agregada;0,911;0,14993643760681152
CQAg;Agregada;0,902;0,15491175651550293
CQAg;Agregada;0,9;0,14841556549072266
CQAg;Agregada;0,915;0,14991521835327148
CQAg;Agregada;0,902;0,14792966842651367
CQAg;Agregada;0,897;0,15091872215270996
CQAg;Agregada;0,911;0,14992809295654297
CQAg;Agregada;0,912;0,1459362506866455
CQAg;Agregada;0,903;0,14193129539489746
CQAg;Agregada;0,902;0,14191770553588867
CQAg;Agregada;0,914;0,2068929672241211
CQAg;Agregada;0,913;0,18789982795715332
CQAg;Agregada;0,915;0,5092382431030273
CQAg;Agregada;0,896;0,19488930702209473
CQAg;Agregada;0,9;0,16490721702575684
CQAg;Agregada;0,907;0,4472777843475342
CQAg;Agregada;0,911;0,3747844696044922
CQAg;Agregada;0,919;0,228867769241333
CQAg;Agregada;0,917;0,44374728202819824
CQAg;Agregada;0,9;0,28931427001953125
CQAg;Agregada;0,904;0,21587610244750977
CQAg;Agregada;0,916;0,15990805625915527
CQAg;Agregada;0,914;0,15091490745544434
CQAg;Agregada;0,908;0,1669008731842041
CQAg;Agregada;0,906;0,15202736854553223
CQAg;Agregada;0,897;0,15303468704223633
